q_id,web_list
3585,"[1618,862,1040,619,1603]"
3586,"[890,112,1537,113,1070]"
3587,"[335,269,1065,1021,1108]"
3588,"[1353,1753,843,870,482]"
3589,"[51,1699,289,1666,890]"
3590,"[870,1927,139,698,100]"
3591,"[1762,526,1758,1926,1070]"
3592,"[371,1927,1064,1044,1602]"
3593,"[371,1044,863,1747,1537]"
3594,"[446,1638,809,62,1636]"
3595,"[1290,1890,1071,470,620]"
3596,"[1618,1133,374,1042,1907]"
3597,"[618,890,412,116,1071]"
3598,"[1603,116,1639,618,811]"
3599,"[1283,441,295,1059,311]"
3600,"[1618,1160,1070,1713,1769]"
3601,"[1073,7,996,1113,1060]"
3602,"[919,1890,1290,1071,1672]"
3603,"[1071,868,1748,1807,415]"
3604,"[98,410,1202,1034,1122]"
3605,"[1131,1795,1807,419,1073]"
3606,"[96,97,1040,102,409]"
3607,"[687,674,699,711,688]"
3608,"[1769,1618,1752,1768,1775]"
3609,"[412,1676,414,618,128]"
3610,"[612,1676,116,113,1248]"
3611,"[453,1290,495,89,1561]"
3612,"[868,1748,1713,1087,116]"
3613,"[1694,1893,98,419,796]"
3614,"[106,326,1158,788,1671]"
3615,"[494,1453,101,1299,1310]"
3616,"[1890,398,619,406,407]"
3617,"[1627,113,104,369,1899]"
3618,"[885,442,926,1497,102]"
3619,"[1733,398,116,455,408]"
3620,"[1618,900,1752,619,1137]"
3621,"[1617,481,1702,398,292]"
3622,"[290,1044,289,890,1040]"
3623,"[419,1890,1027,619,1700]"
3624,"[1697,1696,1628,7,1192]"
3625,"[1713,868,1160,1748,1615]"
3626,"[1618,1675,28,1699,1911]"
3627,"[393,1158,1610,376,1614]"
3628,"[19,39,120,218,1682]"
3629,"[412,411,618,116,1676]"
3630,"[1074,895,1328,862,898]"
3631,"[884,1032,1680,688,1721]"
3632,"[933,1909,930,851,752]"
3633,"[868,1748,1071,1733,619]"
3634,"[1893,1603,612,1131,116]"
3635,"[687,693,688,1912,1713]"
3636,"[1910,369,671,852,1433]"
3637,"[1921,752,1066,1909,759]"
3638,"[1042,1193,1909,1680,886]"
3639,"[883,698,513,1907,90]"
3640,"[1608,1907,1618,438,778]"
3641,"[116,135,1067,379,1731]"
3642,"[1191,688,692,447,1273]"
3643,"[677,289,1032,819,1921]"
3644,"[692,1726,846,693,1662]"
3645,"[455,116,289,1067,379]"
3646,"[692,1726,846,109,1662]"
3647,"[116,412,289,455,1639]"
3648,"[339,289,922,335,819]"
3649,"[1598,1612,900,409,98]"
3650,"[612,116,455,1248,1676]"
3651,"[692,1726,846,1909,1662]"
3652,"[289,1032,1424,102,1068]"
3653,"[1746,102,98,409,96]"
3654,"[1733,455,116,1067,379]"
3655,"[1921,330,125,1068,1047]"
3656,"[1424,289,1032,102,1907]"
3657,"[1147,346,1070,1907,291]"
3658,"[1192,1611,7,618,1034]"
3659,"[1424,289,1032,102,1907]"
3660,"[455,1907,454,862,1157]"
3661,"[289,819,1424,1032,1907]"
3662,"[114,819,1032,612,1618]"
3663,"[1191,1424,289,1746,390]"
3664,"[692,1192,693,1726,846]"
3665,"[1890,1618,406,1608,1929]"
3666,"[411,1025,921,1586,289]"
3667,"[289,1032,1424,819,102]"
3668,"[113,116,1676,455,114]"
3669,"[289,819,1068,1921,1070]"
3670,"[846,1726,692,1604,1885]"
3671,"[1921,1901,1068,125,1615]"
3672,[]
3673,"[1921,1068,289,922,819]"
3674,"[1191,1193,1909,1894,1892]"
3675,"[1068,1904,1032,1746,819]"
3676,"[412,116,1676,612,455]"
3677,"[1032,1921,289,1424,1907]"
3678,"[1032,1424,289,1204,102]"
3679,"[1168,116,379,1768,344]"
3680,"[1424,289,1921,496,1890]"
3681,"[1424,289,98,1379,1362]"
3682,"[1907,1424,289,1692,1562]"
3683,"[1029,219,96,97,1046]"
3684,"[1065,1618,412,612,414]"
3685,"[455,7,618,414,612]"
3686,"[421,1909,1924,811,96]"
3687,"[1131,1019,1157,1700,1191]"
3688,"[116,455,1676,618,29]"
3689,"[1742,990,1560,1269,787]"
3690,"[477,1019,367,779,1131]"
3691,"[1301,452,1263,1617,1300]"
3692,"[796,1894,619,1771,1890]"
3693,"[1248,1676,1675,1299,1699]"
3694,"[1148,1158,290,1800,481]"
3695,"[1675,1699,1248,1019,1057]"
3696,"[1680,427,252,254,262]"
3697,"[1088,311,1042,123,1026]"
3698,"[677,365,1659,116,1907]"
3699,"[1751,1175,1167,724,728]"
3700,"[1828,1833,1837,1034,290]"
3701,"[1251,455,446,1239,612]"
3702,"[1290,398,1863,89,7]"
3703,"[1142,1863,1866,1865,1829]"
3704,"[1131,1700,1157,1019,1255]"
3705,"[677,1676,455,113,612]"
3706,"[477,1019,1131,475,367]"
3707,"[481,1131,1619,891,1917]"
3708,"[1131,1700,1019,1054,368]"
3709,"[1620,1700,1520,1884,1796]"
3710,"[1192,368,1610,1028,1934]"
3711,"[1861,398,780,921,170]"
3712,"[436,1648,1053,1250,1667]"
3713,"[65,1050,63,355,1042]"
3714,"[290,455,1828,1833,1837]"
3715,"[7,618,1915,1290,229]"
3716,"[1608,1157,1607,1896,1034]"
3717,"[1042,886,1193,1909,870]"
3718,"[219,1131,1086,1680,427]"
3719,"[659,696,250,695,96]"
3720,"[1516,857,1603,400,1898]"
3721,"[1388,677,1147,99,476]"
3722,"[1771,99,1558,1546,170]"
3723,"[455,412,1733,96,97]"
3724,"[1239,116,1694,670,417]"
3725,"[1576,1043,1088,1205,1924]"
3726,"[412,618,411,868,1676]"
3727,"[1907,922,89,113,640]"
3728,"[1025,1587,1927,1627,1191]"
3729,"[1694,116,1193,618,868]"
3730,"[113,455,618,1676,868]"
3731,"[1673,868,1050,1897,1922]"
3732,"[1762,1758,1612,1926,1898]"
3733,"[1025,113,612,165,1239]"
3734,"[89,1076,1050,113,1897]"
3735,"[1902,1907,722,618,1042]"
3736,"[612,677,1025,1239,113]"
3737,"[1733,412,113,89,128]"
3738,"[1618,635,1042,277,1892]"
3739,"[693,1676,1907,816,692]"
3740,"[409,1627,1905,1673,868]"
3741,"[1907,113,1071,68,409]"
3742,"[220,1073,229,1005,1710]"
3743,"[1676,29,1248,113,890]"
3744,"[89,1057,1145,1907,1897]"
3745,"[922,1041,1574,1034,89]"
3746,"[255,921,1627,470,620]"
3747,"[89,1907,1326,482,1671]"
3748,"[113,1587,409,1771,1533]"
3749,"[89,113,463,467,409]"
3750,"[113,1897,1922,409,29]"
3751,"[321,1025,433,1052,1897]"
3752,"[1025,113,1676,618,29]"
3753,"[114,1926,455,1907,412]"
3754,"[89,1033,1071,1612,247]"
3755,"[333,296,1048,332,114]"
3756,"[1907,106,1032,1762,1926]"
3757,"[1678,845,1659,1286,1280]"
3758,"[409,1071,895,1907,410]"
3759,"[1907,89,1057,1066,1401]"
3760,"[1618,1892,409,89,1909]"
3761,"[89,1907,1897,1922,922]"
3762,"[1884,1924,1907,870,1900]"
3763,"[677,290,1935,1863,828]"
3764,"[1907,1762,1032,1758,1612]"
3765,"[1898,49,88,426,457]"
3766,"[1927,1907,1069,1613,1072]"
3767,"[102,1598,1029,96,97]"
3768,"[1618,1775,1769,1768,106]"
3769,"[677,1517,1694,113,1626]"
3770,"[1898,49,88,426,457]"
3771,"[1924,478,663,442,439]"
3772,"[1160,1070,1032,335,1030]"
3773,"[618,612,412,1618,1676]"
3774,"[412,612,618,415,1676]"
3775,"[1700,642,637,653,663]"
3776,"[1697,1713,335,1696,1064]"
3777,"[1733,412,455,411,1070]"
3778,"[1070,335,291,1160,1701]"
3779,"[1160,1070,335,1646,1701]"
3780,"[1733,412,1676,1135,411]"
3781,"[1899,1892,1526,1066,409]"
3782,"[1676,29,116,1248,1675]"
3783,"[572,1391,1070,335,291]"
3784,"[1694,618,1701,868,1748]"
3785,"[994,612,698,1123,259]"
3786,"[510,335,862,114,379]"
3787,[]
3788,"[1070,335,291,1701,1160]"
3789,"[290,927,1895,291,1935]"
3790,"[1899,1526,43,1892,409]"
3791,"[1579,390,414,1181,2]"
3792,"[1070,335,291,1701,1160]"
3793,"[1723,1070,291,335,1160]"
3794,"[1070,1639,335,291,1587]"
3795,"[116,412,1676,612,411]"
3796,"[510,114,1692,1826,1646]"
3797,"[1733,341,1073,265,412]"
3798,"[1070,1160,1251,583,335]"
3799,"[618,7,116,868,1748]"
3800,"[1895,480,1645,1753,774]"
3801,"[273,154,320,955,1027]"
3802,"[69,1293,55,436,1861]"
3803,"[1633,1155,1714,303,220]"
3804,"[20,1204,1160,455,1056]"
3805,"[291,89,618,1160,437]"
3806,"[1654,89,99,1771,126]"
3807,"[1896,326,43,1746,1070]"
3808,"[1147,1699,28,1675,688]"
3809,"[1885,500,1368,1455,1193]"
3810,"[1733,412,455,411,1070]"
3811,"[1037,19,39,351,1178]"
3812,"[335,1070,291,313,289]"
3813,"[406,407,265,1070,1654]"
3814,"[1014,161,1654,921,125]"
3815,"[1907,190,1050,922,368]"
3816,"[1694,116,1244,423,1277]"
3817,"[18,1179,444,1122,1115]"
3818,"[1926,410,1202,1064,1030]"
3819,"[527,1075,1116,831,1671]"
3820,"[116,1890,1169,1907,1588]"
3821,"[1909,1895,1752,921,1618]"
3822,"[677,376,1926,1588,1887]"
3823,"[1071,1898,49,88,426]"
3824,"[190,1062,349,1116,475]"
3825,"[1193,1028,1033,1034,1041]"
3826,"[1733,412,89,501,455]"
3827,"[1044,890,1897,1922,1035]"
3828,"[1080,1421,1880,1448,557]"
3829,"[1263,1070,1041,849,1202]"
3830,"[412,1733,455,128,411]"
3831,"[455,290,1526,1710,1929]"
3832,"[412,113,612,1907,1239]"
3833,"[441,1041,1202,410,997]"
3834,"[612,113,409,1676,1041]"
3835,"[455,614,1750,615,921]"
3836,"[113,612,1025,890,409]"
3837,"[290,320,819,106,421]"
3838,"[89,1901,1935,113,1526]"
3839,"[618,412,113,128,116]"
3840,"[20,454,89,101,1160]"
3841,"[1909,89,921,1193,1752]"
3842,"[612,618,113,412,1676]"
3843,"[1897,1922,113,1050,1071]"
3844,"[42,1906,402,433,1528]"
3845,"[113,116,409,1025,1897]"
3846,"[1193,1028,1033,922,1909]"
3847,"[1603,1762,219,1907,408]"
3848,"[1054,739,1032,326,745]"
3849,"[89,1073,1885,101,1071]"
3850,"[455,114,1192,1816,1817]"
3851,"[1071,1671,89,43,1163]"
3852,"[89,1612,1033,997,454]"
3853,"[1570,509,1263,1669,1826]"
3854,"[1907,304,154,1251,142]"
3855,"[1897,1922,113,1050,116]"
3856,"[1676,612,1248,125,116]"
3857,"[868,1748,1733,412,1697]"
3858,"[190,1263,1901,1041,1062]"
3859,"[793,1313,1700,1541,1746]"
3860,[]
3861,"[1313,1541,793,1746,1700]"
3862,"[1044,291,1537,526,1071]"
3863,[]
3864,"[789,398,671,787,55]"
3865,[]
3866,"[394,405,1265,102,1746]"
3867,"[990,261,1842,1843,230]"
3868,"[990,261,1842,1843,230]"
3869,"[1055,1076,614,967,398]"
3870,[]
3871,"[1184,1156,325,279,332]"
3872,[]
3873,"[1603,1694,862,116,1700]"
3874,"[1742,1520,1541,1564,1489]"
3875,"[1313,1541,1073,1700,793]"
3876,"[358,1695,618,1059,1120]"
3877,"[510,114,1500,1826,684]"
3878,"[1807,1795,1073,1071,103]"
3879,[]
3880,[]
3881,"[1313,793,98,102,1746]"
3882,[]
3883,"[1742,618,868,1676,412]"
3884,[]
3885,[171]
3886,[]
3887,"[677,117,376,1296,793]"
3888,"[1125,347,994,1099,277]"
3889,[]
3890,"[923,919,98,866,1746]"
3891,"[793,1313,1700,1541,1746]"
3892,"[611,1297,124,126,778]"
3893,"[862,1603,606,466,723]"
3894,"[171,1921,1560,455]"
3895,"[290,420,1814,1813,1816]"
3896,"[794,793,1313,4,126]"
3897,"[533,118,349,1091]"
3898,"[794,472,4,1310,919]"
3899,"[533,1091,118,349,666]"
3900,"[893,1137,101,1299,1105]"
3901,"[618,7,332,116,1902]"
3902,"[660,1115,815,390,1588]"
3903,"[1909,1193,1765,1777,1618]"
3904,"[1909,1193,421,1618,1034]"
3905,"[455,290,1935,1906,1929]"
3906,"[1676,29,116,1248,677]"
3907,"[1125,102,409,1655,628]"
3908,"[890,1676,112,1586,1675]"
3909,"[1042,1909,886,1193,1026]"
3910,"[1909,1193,1618,1752,1026]"
3911,"[1042,1193,1909,886,1672]"
3912,"[1909,1618,1193,921,1029]"
3913,"[640,1070,289,1074,1032]"
3914,"[398,789,671,1654,1558]"
3915,"[1073,290,1044,289,1076]"
3916,"[1586,1029,1193,1037,921]"
3917,"[1042,1193,886,1909,1026]"
3918,"[68,1633,281,307,1290]"
3919,"[704,1672,421,1551,935]"
3920,"[677,1672,1026,1035,1588]"
3921,"[1909,1193,921,1029,1752]"
3922,"[1042,1909,886,1193,1037]"
3923,"[1042,1193,886,1909,1026]"
3924,"[1193,1034,1040,1299,1909]"
3925,"[414,247,102,460,1102]"
3926,"[290,1694,1122,1693,122]"
3927,"[1193,1909,1026,1034,1040]"
3928,"[1676,1675,116,114,612]"
3929,"[1586,1672,1588,159,163]"
3930,"[890,1676,612,412,116]"
3931,"[1193,1909,1617,890,1034]"
3932,"[1115,1073,796,1771,619]"
3933,"[628,1040,352,1073,1795]"
3934,"[677,1193,1034,1909,1040]"
3935,"[1727,1124,1257,344,849]"
3936,"[1193,1909,1202,410,1029]"
3937,"[1618,1909,1037,1752,921]"
3938,"[1042,886,1193,1909,1049]"
3939,"[1193,1034,1040,1026,1909]"
3940,"[1086,862,1070,1095,315]"
3941,"[890,112,113,116,1676]"
3942,"[677,1026,1193,1909,1713]"
3943,"[875,1036,1713,100,1838]"
3944,"[1193,1909,1040,822,1034]"
3945,"[1025,1909,921,165,1193]"
3946,"[677,1193,1040,1034,1026]"
3947,"[1666,738,728,990,355]"
3948,"[1666,1649,1030,386,1149]"
3949,"[868,1520,1552,1523,1561]"
3950,"[1026,1018,350,362,1052]"
3951,"[1297,1666,1649,611,851]"
3952,"[1284,618,116,455,1092]"
3953,"[823,725,1149,728,1667]"
3954,"[1042,886,1049,1037,1029]"
3955,"[921,1042,470,620,1041]"
3956,"[1037,1618,868,1748,1026]"
3957,"[921,470,620,1041,1014]"
3958,"[1649,1666,327,1149,1042]"
3959,"[1042,1222,1049,1026,1037]"
3960,"[903,724,1026,1079,727]"
3961,"[935,1017,735,1041,353]"
3962,"[1026,1909,1809,501,1752]"
3963,"[1014,1026,1649,1030,1651]"
3964,"[1649,96,97,116,1694]"
3965,"[1042,921,1183,1666,1769]"
3966,"[1733,352,902,128,1014]"
3967,"[1026,1672,927,1046,1915]"
3968,"[1026,362,212,350,1651]"
3969,"[990,911,728,1052,1046]"
3970,"[1676,116,868,412,114]"
3971,"[1159,362,1080,1008,295]"
3972,"[1649,1666,388,1028,1925]"
3973,"[721,1154,1040,1034,1030]"
3974,"[1863,481,394,1862,1142]"
3975,"[1053,1046,1592,1590,1014]"
3976,"[677,89,94,868,1748]"
3977,"[1042,159,937,1030,1590]"
3978,"[719,1649,736,823,731]"
3979,"[1763,1008,1765,1777,1804]"
3980,"[1014,258,350,358,278]"
3981,"[1673,1915,376,370,504]"
3982,"[1909,1029,406,1030,1809]"
3983,"[19,39,159,937,98]"
3984,"[1030,618,116,1676,902]"
3985,"[96,97,98,102,1746]"
3986,"[618,412,116,29,113]"
3987,"[1026,1672,1202,410,1041]"
3988,"[1030,1672,1916,789,1202]"
3989,"[868,1748,412,1639,1193]"
3990,"[677,223,124,738,868]"
3991,"[1042,1915,1037,886,455]"
3992,"[823,1649,728,738,724]"
3993,"[612,412,1248,1676,125]"
3994,"[116,1677,618,612,1676]"
3995,"[455,290,1674,1907,603]"
3996,"[455,1676,618,414,612]"
3997,"[1042,1055,1030,1177,1142]"
3998,"[1733,412,411,136,212]"
3999,"[823,868,1135,1748,470]"
4000,"[1915,1651,388,470,620]"
4001,"[1733,412,455,411,15]"
4002,"[1043,1060,890,1620,926]"
4003,"[116,1694,1148,618,868]"
4004,"[1915,1102,1083,290,409]"
4005,"[618,1055,1694,212,24]"
4006,"[1304,921,1680,1049,1043]"
4007,"[990,340,108,212,136]"
4008,"[618,412,890,1618,411]"
4009,"[618,1676,1160,412,1103]"
4010,"[347,823,1066,1026,116]"
4011,"[34,1043,1706,1810,1620]"
4012,"[1321,1297,806,108,212]"
4013,"[258,618,1024,285,1676]"
4014,"[1733,412,455,411,128]"
4015,"[1148,1030,1073,1029,1041]"
4016,"[1742,1042,212,136,138]"
4017,"[612,414,113,1676,409]"
4018,"[1632,990,1248,217,1548]"
4019,"[677,1915,290,1676,660]"
4020,"[1019,1178,1159,893,898]"
4021,"[1676,29,116,1675,890]"
4022,"[1075,361,1029,1721,921]"
4023,"[687,324,688,1158,715]"
4024,"[1204,1077,1020,1689,478]"
4025,"[1721,373,258,1053,344]"
4026,"[603,605,607,1639,396]"
4027,"[1721,1592,51,1024,485]"
4028,"[360,1040,358,1072,1105]"
4029,"[1041,1061,365,914,223]"
4030,"[360,868,605,1748,618]"
4031,"[990,1675,997,28,773]"
4032,"[1915,856,1038,1154,1192]"
4033,[]
4034,"[1676,1248,1675,29,116]"
4035,"[412,926,411,618,1936]"
4036,"[1160,1618,1916,1885,1067]"
4037,"[1690,1277,1142,1861,1299]"
4038,"[1042,1037,1909,1193,1586]"
4039,"[677,1808,1752,1607,1029]"
4040,"[265,376,1105,1035,286]"
4041,"[94,89,419,1861,481]"
4042,"[410,1202,926,1618,1749]"
4043,"[677,1698,412,1733,1920]"
4044,"[1906,1763,1756,290,1528]"
4045,"[1344,1030,832,1193,1027]"
4046,"[501,900,825,1066,1916]"
4047,"[677,376,1808,902,1928]"
4048,"[612,796,1676,1248,414]"
4049,"[677,1037,1049,1041,1149]"
4050,"[677,1297,455,18,1676]"
4051,"[219,1046,1035,1149,1053]"
4052,"[618,1041,1909,1025,1193]"
4053,"[116,125,618,1906,1750]"
4054,"[1148,1651,265,1102,914]"
4055,"[1909,1618,1193,921,1752]"
4056,"[1892,1733,412,1277,411]"
4057,"[1193,1028,1025,1033,1034]"
4058,"[1193,1029,1030,1651,1916]"
4059,"[677,612,1248,618,1676]"
4060,"[677,410,1202,1749,376]"
4061,"[926,1125,1615,1906,438]"
4062,"[71,1936,1295,1277,1928]"
4063,"[1936,1295,1277,811,1618]"
4064,"[1906,1863,1506,900,1474]"
4065,"[1861,618,1858,1763,1867]"
4066,"[1909,1193,165,1025,406]"
4067,"[1909,1193,1936,1752,1618]"
4068,"[1255,1638,1928,1250,1935]"
4069,"[412,618,411,677,116]"
4070,"[1765,1777,67,96,97]"
4071,"[1906,796,1528,1916,452]"
4072,"[1029,1026,1042,1037,1649]"
4073,"[1909,1618,921,1193,114]"
4074,"[884,1906,996,265,376]"
4075,"[1588,868,1748,1529,618]"
4076,"[618,412,1676,612,1248]"
4077,"[990,1072,1885,1755,219]"
4078,"[796,1277,1043,1936,327]"
4079,"[1025,1627,409,1598,1886]"
4080,"[1248,1675,1699,150,1017]"
4081,"[1733,412,455,411,128]"
4082,"[287,996,1067,959,1029]"
4083,"[1733,126,408,1050,412]"
4084,"[1733,1574,128,602,785]"
4085,"[1193,1025,1033,1034,927]"
4086,"[273,1675,997,1248,1147]"
4087,"[1093,935,913,140,195]"
4088,"[455,1733,412,1058,446]"
4089,"[274,280,275,272,279]"
4090,"[1733,412,411,116,1698]"
4091,"[927,1193,441,1909,997]"
4092,"[886,1042,1909,1193,1037]"
4093,"[1672,735,919,1254,1549]"
4094,"[1193,1025,1034,927,165]"
4095,"[1733,412,1050,1698,1639]"
4096,"[322,1136,332,1697,868]"
4097,"[1574,1041,1315,785,602]"
4098,"[436,1648,1053,1250,1667]"
4099,"[1193,1029,1028,1025,1034]"
4100,"[1042,886,1193,1037,1909]"
4101,"[1017,1288,854,1927,1916]"
4102,"[1742,290,927,1935,1526]"
4103,"[1733,412,1139,455,411]"
4104,"[373,444,862,377,455]"
4105,"[1193,412,1733,455,446]"
4106,"[455,862,20,1697,739]"
4107,"[1733,68,408,412,320]"
4108,"[927,1034,1017,922,1043]"
4109,"[1042,1909,886,1193,412]"
4110,"[1057,1189,198,53,255]"
4111,"[455,927,1733,1254,1025]"
4112,[]
4113,"[1158,1148,409,481,1800]"
4114,"[730,271,1205,1715,136]"
4115,"[1042,886,1193,1037,1909]"
4116,"[1886,409,892,1890,1071]"
4117,"[441,772,1638,198,151]"
4118,"[1638,618,116,441,868]"
4119,"[1909,927,1618,1193,1752]"
4120,"[1733,412,408,868,411]"
4121,"[927,1034,868,1748,1193]"
4122,"[1638,1694,116,441,255]"
4123,"[116,1694,470,620,868]"
4124,"[618,868,116,1748,603]"
4125,"[1884,1721,1014,789,462]"
4126,"[114,1619,612,1915,116]"
4127,"[618,116,1087,868,612]"
4128,"[1915,1721,1343,108,1676]"
4129,"[1680,1154,210,1299,1050]"
4130,"[1694,116,1193,921,618]"
4131,"[340,162,919,165,911]"
4132,"[116,1639,618,114,868]"
4133,"[1909,921,1025,1193,165]"
4134,"[1042,886,1193,1026,1909]"
4135,"[1748,868,618,116,1676]"
4136,"[1694,1639,618,116,19]"
4137,"[677,1590,300,80,290]"
4138,"[412,618,411,116,455]"
4139,"[419,388,626,1661,1767]"
4140,"[1042,1030,1041,159,937]"
4141,"[624,116,1694,868,618]"
4142,"[1042,7,1907,618,1030]"
4143,"[1863,354,927,1258,290]"
4144,"[116,1694,868,618,1591]"
4145,"[618,7,19,39,116]"
4146,"[1042,1193,886,1037,1909]"
4147,"[677,1362,569,1379,1591]"
4148,"[1694,796,116,1678,845]"
4149,"[116,618,868,125,455]"
4150,"[1017,824,1042,1560,1106]"
4151,"[1027,983,981,985,987]"
4152,"[29,1676,116,113,1675]"
4153,"[1042,886,1909,1193,1049]"
4154,"[618,7,19,39,116]"
4155,"[618,1017,1042,1617,1045]"
4156,"[1676,29,116,1675,1248]"
4157,"[1042,886,1592,1037,89]"
4158,"[677,1017,1045,1042,1083]"
4159,"[1590,1026,1379,1362,1338]"
4160,"[822,1794,954,1773,128]"
4161,"[1773,1464,454,1113,458]"
4162,"[1027,983,981,985,987]"
4163,"[618,1029,419,1694,868]"
4164,"[116,868,618,1748,455]"
4165,"[1915,1158,359,603,1030]"
4166,"[1694,1042,1017,417,1041]"
4167,"[55,427,812,1929,1592]"
4168,"[55,1929,1592,1008,357]"
4169,"[55,1149,1012,357,334]"
4170,"[416,729,732,349,1894]"
4171,"[688,692,447,1273,324]"
4172,"[55,1929,812,1008,1038]"
4173,"[1192,1611,1606,1087,1709]"
4174,"[618,412,1676,612,1248]"
4175,"[1026,17,55,1042,1929]"
4176,"[374,692,341,698,1609]"
4177,"[1038,901,1885,427,1154]"
4178,"[1042,886,1193,1909,885]"
4179,"[427,1606,736,55,1076]"
4180,"[1592,1590,886,427,55]"
4181,"[1929,55,677,290,1592]"
4182,"[990,1053,48,1018,286]"
4183,"[55,427,1008,1038,1929]"
4184,"[1929,1592,1060,1602,1154]"
4185,"[677,1929,1592,1079,98]"
4186,"[55,223,812,124,1746]"
4187,"[858,86,334,891,339]"
4188,"[544,80,858,1653,700]"
4189,"[55,427,900,812,1239]"
4190,"[116,55,618,1929,868]"
4191,"[1042,886,1193,1909,55]"
4192,"[796,1043,936,919,1280]"
4193,"[1149,1659,1694,1889,1042]"
4194,"[412,455,618,1676,411]"
4195,"[55,1929,812,1239,1008]"
4196,"[1042,886,1909,55,1193]"
4197,"[1286,427,1154,1929,1406]"
4198,"[1733,55,412,1929,1698]"
4199,"[55,1008,261,812,1929]"
4200,"[455,128,116,412,1676]"
4201,"[1608,1607,1157,1517,334]"
4202,"[55,862,812,1929,1042]"
4203,"[55,1929,812,1592,1008]"
4204,"[1042,1193,886,1909,1037]"
4205,"[796,1043,55,998,1042]"
4206,"[1086,1651,1721,1671,1077]"
4207,"[618,1254,1473,1020,55]"
4208,"[55,1929,812,1042,1008]"
4209,"[1042,677,886,1193,1909]"
4210,"[1929,1592,55,1148,1058]"
4211,"[1055,1052,1254,259,982]"
4212,"[222,284,1178,927,1066]"
4213,"[1042,886,1193,1909,537]"
4214,"[102,1746,409,667,98]"
4215,"[1042,886,1193,1037,1026]"
4216,"[618,1617,116,1694,305]"
4217,"[1049,259,224,350,1055]"
4218,"[1299,1808,505,1858,1867]"
4219,"[1055,302,153,364,965]"
4220,"[116,618,868,1659,1748]"
4221,"[1193,1042,886,1809,1049]"
4222,"[868,7,1748,971,1296]"
4223,"[162,1053,224,74,1055]"
4224,"[259,1049,224,350,1676]"
4225,"[116,408,618,125,1639]"
4226,"[455,862,1697,259,1254]"
4227,"[1055,302,153,364,340]"
4228,"[1055,302,153,364,245]"
4229,"[1299,1178,271,1205,1906]"
4230,"[259,1055,1254,1033,1052]"
4231,"[340,162,919,165,911]"
4232,"[1053,162,74,224,1259]"
4233,"[995,1053,74,1617,1051]"
4234,"[1055,255,150,971,214]"
4235,"[1358,1486,1633,1435,1809]"
4236,"[290,224,259,1488,927]"
4237,"[412,116,455,411,114]"
4238,"[275,893,280,898,129]"
4239,"[261,1632,224,218,265]"
4240,"[1042,1193,886,1037,1026]"
4241,"[1053,523,519,820,1919]"
4242,"[259,224,61,1744,1049]"
4243,"[1055,1051,166,153,302]"
4244,"[455,862,340,368,1038]"
4245,"[1334,390,1142,994,1053]"
4246,"[259,1254,1055,886,1299]"
4247,"[1055,1154,222,340,1299]"
4248,"[1055,259,1254,250,1681]"
4249,"[886,1042,1049,1193,302]"
4250,"[162,340,271,1205,919]"
4251,"[1055,259,1254,250,1681]"
4252,"[1055,990,1742,838,1548]"
4253,"[1733,990,902,921,1029]"
4254,"[143,1316,1754,150,198]"
4255,"[618,116,868,1748,1639]"
4256,"[1915,420,406,1092,407]"
4257,"[1909,1193,1026,677,1029]"
4258,"[98,96,97,51,1666]"
4259,"[543,362,832,1018,1026]"
4260,[]
4261,"[116,1676,618,414,455]"
4262,"[921,1014,990,258,470]"
4263,"[1649,1666,1042,1930,1030]"
4264,"[990,1666,209,1488,721]"
4265,"[1042,886,1026,1193,1037]"
4266,"[470,620,990,921,1042]"
4267,"[677,1254,122,1635,429]"
4268,"[773,1263,430,89,1202]"
4269,"[618,412,1676,612,1915]"
4270,"[1915,420,1092,1027,1516]"
4271,"[1915,357,1030,1092,1930]"
4272,"[116,1694,1026,1008,868]"
4273,"[1915,1092,1030,357,368]"
4274,"[921,990,1014,470,620]"
4275,"[296,455,992,1026,408]"
4276,"[412,612,1248,618,411]"
4277,"[1026,42,402,1700,350]"
4278,[]
4279,"[868,1765,1777,1748,1026]"
4280,"[1026,1207,1933,1590,1676]"
4281,"[912,971,968,1590,209]"
4282,"[677,1091,376,83,1092]"
4283,"[677,1046,921,1590,219]"
4284,"[1026,1014,1008,990,470]"
4285,"[624,1014,161,303,297]"
4286,"[108,1721,990,212,1042]"
4287,"[1140,997,1288,483,69]"
4288,"[921,990,1014,1008,470]"
4289,"[1046,1055,219,1008,470]"
4290,"[677,1026,1915,990,350]"
4291,"[1043,1052,1026,1159,1048]"
4292,"[1014,677,618,1676,921]"
4293,"[290,1748,868,1742,1863]"
4294,"[1930,1030,1915,1666,1092]"
4295,"[1633,990,1714,1139,153]"
4296,"[677,1284,1092,1915,1030]"
4297,"[1026,1651,1018,1590,350]"
4298,"[116,618,408,1694,1344]"
4299,"[653,327,607,389,603]"
4300,"[290,927,1814,1813,1816]"
4301,"[616,485,221,618,603]"
4302,"[788,612,609,1937,1157]"
4303,[]
4304,"[782,535,485,862,1736]"
4305,"[683,718,1064,340,1655]"
4306,"[1618,1907,687,1070,98]"
4307,"[481,607,460,1299,1669]"
4308,"[1893,692,455,1134,102]"
4309,"[1924,663,478,868,439]"
4310,"[18,258,1904,806,1248]"
4311,"[703,1662,689,701,706]"
4312,"[455,1917,116,1902,408]"
